ID,ID (letter),Name,Year,Year,Milestone,Project length,Expected cost,Expected 5309 contribution,Expected other federal funds,Expected opening,Author
313,a,Hudson-Bergen Waterfront Light Rail Transit System (MOS-1),1993,AR98,AR97,AR97,AR97,AR97,AR97,AR97,
313,a,Hudson-Bergen Waterfront Light Rail Transit System (MOS-1),1993,AR05,Project Opening,AR05,AR05,AR05,AR05,AR05,
313,b,Hudson-Bergen Waterfront Light Rail Transit System (MOS-2),1996,AR10,FFGA Awarded,AR10,AR10,AR10,AR10,AR10,
313,a,Hudson-Bergen Waterfront Light Rail Transit System (MOS-1),1998,AR97,Preliminary Engineering,AR97,NAV,NAV,NAV,NAV,
313,b,Hudson-Bergen Waterfront Light Rail Transit System (MOS-2),2000,AR01,Final Design,AR01,AR01,AR01,AR01,NAV,
313,b,Hudson-Bergen Waterfront Light Rail Transit System (MOS-2),2002,https://www.state.nj.us/transportation/about/press/2003/110603.shtm,Project Opening,NAV,https://www.state.nj.us/transportation/about/press/2003/110603.shtm,NAV,NAV,NAV,
313,,Hudson-Bergen Waterfront Light Rail Transit System ,2003,AR97,Preliminary Engineering,AR97,AR97,AR97,NAV,NAV,
314,,I-35 Commuter Rail ,1999,AR02,Preliminary Engineering,AR02,AR02,AR02,NAV,NAV,
315,,JTA BRT North Corridor,2010,AR14,Project Development,AR14,AR14,AR14,NAV,AR14,
315,,JTA BRT North Corridor,2016,AR17,CGA,AR17,NAV,NAV,NAV,NAV,
316,,JTA BRT Southeast Corridor,2011,AR14,Project Development,AR14,AR14,AR14,NAV,AR14,
317,,Largo Metrorail Extension ,1996,AR05,FFGA Awarded,AR05,AR05,AR05,NAV,AR05,
317,,Largo Metrorail Extension ,2000,AR97,Preliminary Engineering,AR97,AR97,AR97,AR97,NAV,
318,,"Martin Luther King, Jr. East Busway Extension ",1994,AR00,Preliminary Engineering,AR00,AR00,AR00,AR00,NAV,
318,,"Martin Luther King, Jr. East Busway Extension ",1996,https://pittsburgh.pahighways.com/busways/ebusway.html,Final Design,https://pittsburgh.pahighways.com/busways/ebusway.html,https://pittsburgh.pahighways.com/busways/ebusway.html,NAV,NAV,NAV,
318,,"Martin Luther King, Jr. East Busway Extension ",2003,https://pittsburgh.pahighways.com/busways/ebusway.html,Project Opening,https://pittsburgh.pahighways.com/busways/ebusway.html,https://pittsburgh.pahighways.com/busways/ebusway.html,NAV,NAV,NAV,
319,,Miami (North 27th Avenue Corridor) ,1995,AR97,AR97,AR97,AR97,AR97,AR97,NAV,
319,,Miami (North 27th Avenue Corridor) ,2000,AR02,Preliminary Engineering,AR02,AR02,AR02,NAV,NAV,
319,,Miami (North 27th Avenue Corridor) ,2001,2001,Preliminary Engineering,9.5,615.2,430.6,NAV,NAV,
320,,Minillas Extension ,2003,AR00,Final Design,AR00,AR00,AR00,AR00,NAV,
321,b,Newark-Elizabeth Rail Link  (MOS I),1995,AR00,Preliminary Engineering,AR00,AR00,AR00,AR00,NAV,
321,a,Newark-Elizabeth Rail Link ,1999,AR97,Preliminary Engineering,AR97,AR97,AR97,AR97,NAV,
321,b,Newark-Elizabeth Rail Link  (MOS I),2010,AR02,FFGA Awarded,AR02,AR02,AR02,AR02,AR05,
323,,North Corridor Metro Rail Extension ,1998,AR05,Preliminary Engineering,AR05,AR05,AR05,AR05,NAV,
323,,North Corridor Metro Rail Extension ,2000,AR12,Project Cancelled,AR11,AR11,AR11,NAV,NAV,
324,,North Shore LRT Connector ,2001,AR02,BA16,AR02,BA16,AR02,NAV,NAV,
324,,North Shore LRT Connector ,2003,AR05,BA16,AR05,BA16,AR05,NAV,AR05,
324,,North Shore LRT Connector ,2006,AR10,BA16,AR10,AR10,AR10,AR10,NAV,
324,,North Shore LRT Connector ,2009,BA16,BA16,BA16,BA16,NAV,NAV,NAV,
324,,North Shore LRT Connector ,2012,BA16,BA16,BA16,BA16,NAV,NAV,BA16,
325,,Ogden/Weber State University BRT,2019,PP,Project Development,PP,PP,PP,PP,PP,
326,,Oklahoma city (Map Links),1996,AR98,Preliminary Engineering,AR98,AR98,AR98,AR98,NAV,
327,,Oklahoma city (Map Links) Park Avenue Rail Loop ,1995,AR97,Project Development,AR97,AR97,AR97,AR97,NAV,
328,,Orlando (I-4 Central Florida Light Rail System) (MOS),1995,AR98,AR98,AR98,AR98,AR98,AR98,AR98,
328,,Orlando (I-4 Central Florida Light Rail System) (MOS),1999,AR00,Final Design,AR00,AR00,AR00,AR00,NAV,
329,,Phase I Airport Busway/Wabash HOV Facility ,1994,AR96,AR96,AR96,AR96,AR96,AR96,AR98,
330,,Portal North Bridge Replacement,2016,AR18,Project Development,PP,AR18,AR18,NAV,PP,
331,,Prospect MAX Bus Rapid Transit ,2015,AR17,Project Development,PP,AR17,AR17,PP,PP,
332,,Provo-Orem Bus Rapid Transit,2013,AR14,Project Development,AR14,AR14,AR14,NAV,AR14,
332,,Provo-Orem Bus Rapid Transit,2016,AR18,CGA,AR18,AR18,AR18,NAV,NAV,
333,,Secaucus Transfer Station ,1994,AR97,AR97,AR97,AR97,AR97,AR97,AR97,
334,,South Corridor Rapid Transit Project,2019,PP,Project Development,PP,PP,PP,NAV,PP,
335,,South Extension of the Automated Skyway Express (ASE),1991,AR95,AR95,AR95,AR95,AR95,NAV,AR95,
336,,South Miami-Dade Busway Extension ,1998,AR00,Preliminary Engineering,AR00,AR00,AR00,AR00,NAV,
336,,South Miami-Dade Busway Extension ,2000,AR02,Final Design,AR02,AR02,AR02,AR02,NAV,
337,,Southtown BRT ,1995,AR05,Preliminary Engineering,AR05,AR05,AR05,NAV,NAV,
337,,Southtown BRT ,2005,AR06,Final Design,AR06,AR06,AR06,NAV,NAV,
338,,Southtown Corridor ,1995,AR97,Preliminary Engineering,AR97,AR97,AR97,NAV,NAV,
338,b,Southtown Corridor (Segment),1995,AR00,Preliminary Engineering,AR00,AR00,AR00,NAV,NAV,
339,,Southwest Corridor ,2015,AR17,Project Development,PP,AR17,AR17,NAV,NAV,
340,b,"St. Clair County, Illinois Corridor (IOS-1)",1996,AR97,Preliminary Engineering,AR97,AR97,AR97,AR97,NAV,
340,b,"St. Clair County, Illinois Corridor (IOS-1)",1996,AR05,Final Design,AR05,AR05,AR05,AR05,NAV,
340,b,"St. Clair County, Illinois Corridor (IOS-1)",1996,AR99,FFGA Awarded,AR99,AR99,AR99,NAV,NAV,
340,b,"St. Clair County, Illinois Corridor (IOS-1)",1996,AR05,Project Opening,AR05,AR05,AR05,AR05,NAV,
340,,"St. Clair County, Illinois Corridor ",2001,AR05,Preliminary Engineering,AR97,AR97,NAV,NAV,NAV,
341,,St. Claude and Elysian Fields StreetcARExtensions,2018,PP,Project Development,PP,NAV,NAV,NAV,PP,
342,,Stage II Light Rail Transit Reconstruction Project ,1996,AR05,FFGA Awarded,AR05,AR05,AR05,AR05,AR05,
342,,Stage II Light Rail Transit Reconstruction Project ,1996,AR97,Preliminary Engineering,AR97,AR97,AR97,AR97,NAV,
342,,Stage II Light Rail Transit Reconstruction Project ,2001,AR00,Final Design,AR00,AR00,AR00,AR00,NAV,
343,,StreetcARExpansion ,2017,PP,Project Development,PP,PP,PP,NAV,PP,
344,,SunRail Connector to Orlando Airport ,2015,PP,Project Development,PP,PP,PP,NAV,NAV,
345,,SunRail Phase II North,2013,PP,Project Development,PP,PP,PP,NAV,PP,
346,,SunRail Phase II South,2010,AR14,Preliminary Engineering,AR14,AR14,AR14,AR14,AR14,
346,,SunRail Phase II South,2015,AR17,FFGA Awarded,AR17,AR17,AR17,AR17,AR17,
347,,Tampa Bay Regional Rail,1999,AR05,Preliminary Engineering,AR05,AR05,AR05,NAV,NAV,
348,,Tampa StreetcARExtension Project,2018,PP,Project Development,PP,PP,PP,NAV,PP,
349,,TramLinkBR ,2016,PP,Project Development,PP,PP,PP,NAV,PP,
350,,TRAX Light Rail System- Medical Center Extension ,1998,AR05,FFGA Awarded,AR05,AR05,AR05,NAV,AR05,
350,,TRAX Light Rail System- Medical Center Extension ,2001,AR03,Final Design,AR03,AR03,AR03,NAV,NAV,
350,,TRAX Light Rail System- Medical Center Extension ,2002,AR05,Preliminary Engineering,AR05,BA07,NAV,NAV,NAV,
350,,TRAX Light Rail System- Medical Center Extension ,2003,BA07,Project Opening,BA07,NAV,NAV,NAV,NAV,
351,,Tren Urbano,1996,BA08,FFGA Awarded,BA08,BA08,BA08,BA08,BA08,
351,,Tren Urbano,1999,BA08,FFGA Awarded-2,BA08,BA08,BA08,BA08,BA08,
351,,Tren Urbano,2005,BA08,Project Opening,BA08,BA08,BA08,BA08,BA08,
352,,Tri-County Commuter Rail ,1995,AR97,AR97,AR97,AR97,AR97,AR97,AR97,
352,b,Tri-County Commuter Rail / Segment 5 ,1997,AR01,AR01,AR01,AR01,AR01,AR01,AR01,
352,b,Tri-County Commuter Rail / Segment 5 ,1999,AR02,AR02,AR02,AR02,AR02,AR02,AR02,
352,b,Tri-County Commuter Rail / Segment 5 ,2000,BA11,Preliminary Engineering,BA11,BA11,BA11,BA11,BA11,
352,b,Tri-County Commuter Rail / Segment 5 ,2004,BA11,FFGA Awarded-2,BA11,BA11,BA11,BA11,BA11,
352,b,Tri-County Commuter Rail / Segment 5 ,2006,BA11,Project Opening,BA11,BA11,BA11,BA11,BA11,
354,,Wave Streetcar,2013,AR14,Project Development,AR14,AR14,AR14,AR14,AR14,
354,,Wave Streetcar,2017,AR19,CGA,AR19,AR18,AR18,NAV,NAV,
354,,Wave Streetcar,2018,https://www.sun-sentinel.com/local/broward/fl-sb-wave-streetcARdecision-expenses-20180509-story.html,Project Cancelled,NAV,NAV,NAV,NAV,NAV,
401,,Atlanta/North Line Extension,1994,AR97,AR97,AR97,AR97,AR97,AR97,AR97,
401,,Atlanta/North Line Extension,1994,AR00,AR00,AR00,AR00,AR00,AR00,AR00,
401,,Atlanta/North Line Extension,1999,AR01,AR01,AR01,AR01,AR01,AR01,AR01,
401,,Atlanta/North Line Extension,2000,Spielberg,Project Opening,Spielberg,Spielberg,Spielberg,Spielberg,Spielberg,
402,,Baltimore LRT Extensions ,1994,AR97,AR97,AR97,AR97,AR97,AR97,AR97,
402,,Baltimore LRT Extensions ,1997,Spielberg,Project Opening,Spielberg,Spielberg,Spielberg,Spielberg,Spielberg,
403,,Baltimore Central Light Rail Double Tracking ,1999,AR00,AR00,AR00,AR00,AR00,AR00,AR00,
403,,Baltimore Central Light Rail Double Tracking ,2001,AR01,AR01,AR01,AR01,AR01,AR01,AR01,
403,,Baltimore Central Light Rail Double Tracking ,2001,AR03,AR03,AR03,AR03,AR03,AR03,AR03,
403,,Baltimore Central Light Rail Double Tracking ,2006,Workman,Project Opening,Workman,Workman,Workman,Workman,Workman,
404,,MARC Commuter Rail Improvements,2000,AR01,AR01,AR01,AR01,AR01,AR01,AR01,
404,,MARC Commuter Rail Improvements,2003,AR03,AR03,AR03,AR03,AR03,AR03,AR03,
405,,MARC Penn-Camden connection ,2000,AR04,AR04,AR04,AR04,AR04,AR04,AR04,
406,,MARC Frederick Extension & Rolling Stock Procurement ,1995,AR98,AR98,AR98,AR98,AR98,AR98,AR98,
407,,Baltimore Red Line,2011,AR13,Preliminary Engineering,AR13,AR13,AR13,AR13,AR13,
407,,Baltimore Red Line,2012,AR14,Project Development,AR14,AR14,AR14,AR14,AR14,
407,,Baltimore Red Line,2013,AR15,Project Development,AR15,AR15,AR15,AR15,AR15,
407,,Baltimore Red Line,2014,AR16,Project Development,AR16,AR16,AR16,AR16,AR16,
407,,Baltimore Red Line,2015,External Source 1 (See below),Project Cancelled,NAV,NAV,NAV,NAV,NAV,
408,,Maryland National Capital Purple Line,2011,AR13,Preliminary Engineering,AR13,AR13,AR13,AR13,AR13,
408,,Maryland National Capital Purple Line,2012,AR14,Project Development,AR14,AR14,AR14,AR14,AR14,
408,,Maryland National Capital Purple Line,2014,AR15,Project Development,AR15,AR15,AR15,AR15,AR15,
408,,Maryland National Capital Purple Line,2014,AR16,Engineering,AR16,AR16,AR16,AR16,AR16,
408,,Maryland National Capital Purple Line,2017,PP,FFGA Awarded,PP,PP,PP,PP,PP,
409,a,South Boston Piers Phase I (MOS-2),1993,AR97,AR97,AR97,AR97,AR97,AR97,AR97,
409,a,South Boston Piers Phase I (MOS-2),1994,AR98,AR98,AR98,AR98,AR98,AR98,AR98,
409,a,South Boston Piers Phase I (MOS-2),1994,AR00,AR00,AR00,AR00,AR00,AR00,AR00,
409,a,South Boston Piers Phase I (MOS-2),1994,AR01,AR01,AR01,AR01,AR01,AR01,AR01,
409,b,South Boston Piers Phase II,1994,AR97,AR97,AR97,AR97,AR97,AR97,AR97,
409,b,South Boston Piers Phase II,1994,AR98,AR98,AR98,AR98,AR98,AR98,AR98,
409,b,South Boston Piers Phase II,1994,AR00,AR00,AR00,AR00,AR00,AR00,AR00,
409,c,Silver Line Phase III,2002,AR04,AR04,AR04,AR04,AR04,AR04,AR04,
409,c,Silver Line Phase III,2002,AR05,Preliminary Engineering,AR05,AR05,AR05,AR05,AR05,
409,c,Silver Line Phase III,2002,AR06,Preliminary Engineering,AR06,AR06,AR06,AR06,AR06,
409,c,Silver Line Phase III,2004,AR08,Preliminary Engineering,AR08,AR08,AR08,AR08,AR08,
409,c,Silver Line Phase III,2006,AR10,Preliminary Engineering,AR10,AR10,AR10,AR10,AR10,
409,c,Silver Line Phase III,2008,External Source 2 (see below),Project Cancelled,NAV,NAV,NAV,NAV,NAV,
409,a,South Boston Piers Phase I (MOS-2),2010,Workman,Project Opening,Workman,Workman,Workman,Workman,Workman,
410,,Green Line Extension ,2012,AR14,Preliminary Engineering,AR14,AR14,AR14,AR14,AR14,
410,,Green Line Extension ,2014,AR15,Preliminary Engineering,AR15,AR15,AR15,AR15,AR15,
410,,Green Line Extension ,2015,PP,FFGA Awarded,PP,PP,PP,AR16,PP,
411,,Lowell-Nashua Commuter Rail Extension ,2000,AR02,AR02,AR02,AR02,AR02,AR02,AR02,
412,,Burlington to Charlotte Corridor ,1995,AR97,AR97,AR97,AR97,AR97,AR97,AR97,
412,,Burlington to Charlotte Corridor ,1996,AR98,AR98,AR98,AR98,AR98,AR98,AR98,
413,,Burlington-Essex Commuter Rail Project,2002,AR04,AR04,AR04,AR04,AR04,AR04,AR04,
414,,Queens Connector,1994,AR98,AR98,AR98,AR98,AR98,AR98,AR98,
415,,Long Island Rail Road Access to Manhattan's East Side ,1998,AR01,AR01,AR01,AR01,AR01,AR01,AR01,
415,,Long Island Rail Road Access to Manhattan's East Side ,2000,AR02,AR02,AR02,AR02,AR02,AR02,AR02,
415,,Long Island Rail Road Access to Manhattan's East Side ,2002,AR04,AR04,AR04,AR04,AR04,AR04,AR04,
415,,Long Island Rail Road Access to Manhattan's East Side ,2002,AR07,Final Design,AR07,AR07,AR07,AR07,AR07,
415,,Long Island Rail Road Access to Manhattan's East Side ,2006,AR08,FFGA Awarded,AR08,AR08,AR08,AR08,AR08,
416,b,Second Avenue Subway MOS,2001,AR06,Preliminary Engineering,AR06,AR06,AR06,AR06,AR06,
416,b,Second Avenue Subway MOS,2001,AR07,Preliminary Engineering,AR07,AR07,AR07,AR07,AR07,
416,a,Second Avenue Subway Phase 1,2001,AR03,AR03,AR03,AR03,AR03,AR03,AR03,
416,a,Second Avenue Subway Phase 1,2001,AR04,AR04,AR04,AR04,AR04,AR04,AR04,
416,b,Second Avenue Subway MOS,2006,AR08,Final Design,AR08,AR08,AR08,AR08,AR08,
416,b,Second Avenue Subway MOS,2007,AR10,FFGA Awarded,AR10,AR10,AR10,AR10,AR10,
416,c,Second Avenue Subway Phase 2,2016,PP,Project Development,PP,PP,PP,PP,PP,
417,,Canarsie Line Power Improvements,2017,PP,Engineering,PP,PP,PP,PP,PP,
418,,Woodhaven Select Bus Service ,2015,PP,Project Development,PP,PP,PP,PP,PP,
419,,Washington/Western Bus Rapid Transit Line,2014,PP,Project Development,PP,PP,PP,PP,PP,
420,,River Corridor/Blue Line Bus Rapid Transit ,2015,PP,Project Development,PP,PP,PP,PP,PP,
421,,Hudson Tunnel,2016,PP,Project Development,PP,PP,PP,PP,PP,
422,,Dallas North Central Corridor LRT,1994,AR97,AR97,AR97,AR97,AR97,AR97,AR97,
422,,Dallas North Central Corridor LRT,1997,AR98,AR98,AR98,AR98,AR98,AR98,AR98,
422,,Dallas North Central Corridor LRT,1999,AR00,AR00,AR00,AR00,AR00,AR00,AR00,
422,,Dallas North Central Corridor LRT,2002,Workman,Project Opening,Workman,Workman,Workman,Workman,Workman,
423,,Dallas Trinity Railtran Phase 2,1996,AR97,AR97,AR97,AR97,AR97,AR97,AR97,
423,,Dallas Trinity Railtran Phase 2,1998,AR00,AR00,AR00,AR00,AR00,AR00,AR00,
423,,Dallas Trinity Railtran Phase 2,1999,AR01,AR01,AR01,AR01,AR01,AR01,AR01,
424,,Dallas South Oak Cliff Corridor,1993,Spielberg,FFGA Awarded,Spielberg,Spielberg,Spielberg,Spielberg,Spielberg,
424,,Dallas South Oak Cliff Corridor,1996,Spielberg,Project Opening,Spielberg,Spielberg,Spielberg,Spielberg,Spielberg,
425,,Dallas Northwest / Southeast LRT MOS ,2001,AR04,AR04,AR04,AR04,AR04,AR04,AR04,
425,,Dallas Northwest / Southeast LRT MOS ,2001,AR05,Preliminary Engineering,AR05,AR05,AR05,AR05,AR05,
425,,Dallas Northwest / Southeast LRT MOS ,2001,AR06,Final Design,AR06,AR06,AR06,AR06,AR06,
425,,Dallas Northwest / Southeast LRT MOS ,2001,BA15,Preliminary Engineering,BA15,BA15,BA15,BA15,BA15,
425,,Dallas Northwest / Southeast LRT MOS ,2005,BA15,FFGA Awarded,BA15,BA15,BA15,BA15,BA15,
425,,Dallas Northwest / Southeast LRT MOS ,2006,BA15,Project Opening,BA15,BA15,BA15,BA15,BA15,
425,,Dallas Northwest / Southeast LRT MOS ,2010,AR02,Preliminary Engineering,AR02,AR02,AR02,AR02,AR02,
426,,Dallas Red and Blue Line Platform Extensions,2017,PP,Engineering,PP,PP,PP,PP,PP,
427,,Dallas CBD Second Light Rail Alignment (D2 Subway),2015,PP,Project Development,PP,PP,PP,PP,PP,
428,,Houston Regional Bus Plan ,1994,AR97,AR97,AR97,AR97,AR97,AR97,AR97,
429,,Houston North Corridor LRT(MOS) ,2005,AR07,Preliminary Engineering,AR07,AR07,AR07,AR07,AR07,
429,,Houston North Corridor LRT(MOS) ,2008,AR10,Preliminary Engineering,AR10,AR10,AR10,AR10,AR10,
429,,Houston North Corridor LRT(MOS) ,2009,AR11,Final Design,AR11,AR11,AR11,AR11,AR11,
429,,Houston North Corridor LRT(MOS) ,2011,AR13,FFGA Awarded,AR13,AR13,AR13,AR13,AR13,
430,,Houston Southeast Corridor LRT,2008,AR10,Preliminary Engineering,AR10,AR10,AR10,AR10,AR10,
430,,Houston Southeast Corridor LRT,2009,AR11,Final Design,AR11,AR11,AR11,AR11,AR11,
430,,Houston Southeast Corridor LRT,2011,AR13,FFGA Awarded,AR13,AR13,AR13,AR13,AR13,
431,,Houston University Corridor LRT,2009,AR11,Preliminary Engineering,AR11,AR11,AR11,AR11,AR11,
431,,Houston University Corridor LRT,2010,AR13,Preliminary Engineering,AR13,AR13,AR13,AR13,AR13,
432,,Houston Downtown to Astrodome Light Rail,1999,AR01,AR01,AR01,AR01,AR01,AR01,AR01,
433,,Northwest/North Central Corridor ,1995,AR00,AR00,AR00,AR00,AR00,AR00,AR00,
434,,Austin Light Rail Corridors,1997,AR01,AR01,AR01,AR01,AR01,AR01,AR01,
434,,Austin Light Rail Corridors,1997,AR03,AR03,AR03,AR03,AR03,AR03,AR03,
435,,MetroRapid Bus Rapid Transit Project ,2009,AR10,Project Development,AR10,AR10,AR10,AR10,AR10,
435,,MetroRapid Bus Rapid Transit Project ,2009,AR11,Project Development,AR11,AR11,AR11,AR11,AR11,
435,,MetroRapid Bus Rapid Transit Project ,2012,BA18,PCGA,BA18,BA18,BA18,BA18,BA18,
435,,MetroRapid Bus Rapid Transit Project ,2014,BA18,Project Opening,BA18,BA18,BA18,BA18,BA18,
436,,Dyer Avenue Bus Rapid Transit System,2011,AR13,Project Development,AR13,AR13,AR13,AR13,AR13,
436,,Dyer Avenue Bus Rapid Transit System,2012,AR14,Project Development,AR14,AR14,AR14,AR14,AR14,
436,,Dyer Avenue Bus Rapid Transit System,2014,AR15,Project Development,AR15,AR15,AR15,AR15,AR15,
436,,Dyer Avenue Bus Rapid Transit System,2014,AR16,Project Development,AR16,AR16,AR16,AR16,AR16,
437,,Montana Avenue Rapid Transit System,2013,AR14,Project Development,AR14,AR14,AR14,AR14,AR14,
437,,Montana Avenue Rapid Transit System,2014,AR16,Project Development,AR16,AR16,AR16,AR16,AR16,
437,,Montana Avenue Rapid Transit System,2015,PP,Project Development,PP,PP,PP,PP,PP,
438,,Sun Metro Areas Rapid Transit (SMART) Starter Line ,2003,AR05,Preliminary Engineering,AR05,AR05,AR05,AR05,AR05,
439,,TEX Rail,2012,AR14,Project Development,AR14,AR14,AR14,AR14,AR14,
439,,TEX Rail,2014,AR15,Project Development,AR15,AR15,AR15,AR15,AR15,
439,,TEX Rail,2014,AR16,Project Development,AR16,AR16,AR16,AR16,AR16,
439,,TEX Rail,2015,PP15,Engineering,PP15,PP15,PP15,PP15,PP15,
439,,TEX Rail,2016,PP17,FFGA Awarded,PP17,PP17,PP17,PP17,PP17,
439,,TEX Rail,2019,PP20,Project Opening,PP20,PP20,PP20,PP20,PP20,
440,,San Antonio Modern StreetcARProject,2013,PP,Project Development,PP,PP,PP,PP,PP,
441,,Rail Trolley Extension ,2001,AR03,AR03,AR03,AR03,AR03,AR03,AR03,
442,,Waco Rapid Transit Corridor,2019,PP,Project Development,PP,PP,PP,PP,PP,
443,,Denver SW Corridor LRT,1996,AR97,AR97,AR97,AR97,AR97,AR97,AR97,
443,,Denver SW Corridor LRT,1996,AR00,AR00,AR00,AR00,AR00,AR00,AR00,
443,,Denver SW Corridor LRT,2000,Spielberg,Project Opening,Spielberg,Spielberg,Spielberg,Spielberg,Spielberg,
444,,Denver West Corridor LRT,2001,AR04,AR04,AR04,AR04,AR04,AR04,AR04,
444,,Denver West Corridor LRT,2001,AR05,Preliminary Engineering,AR05,AR05,AR05,AR05,AR05,
444,,Denver West Corridor LRT,2001,AR06,Preliminary Engineering,AR06,AR06,AR06,AR06,AR06,
444,,Denver West Corridor LRT,2001,AR07,Final Design,AR07,AR07,AR07,AR07,AR07,
444,,Denver West Corridor LRT,2005,AR08,Final Design,AR08,AR08,AR08,AR08,AR08,
444,,Denver West Corridor LRT,2006,AR09,Final Design,AR09,AR09,AR09,AR09,AR09,
444,,Denver West Corridor LRT,2008,AR10,FFGA Awarded,AR10,AR10,AR10,AR10,AR10,
444,,Denver West Corridor LRT,2009,AR02,Preliminary Engineering,AR02,AR02,AR02,AR02,AR02,
445,,Denver Eagle Commuter Rail (East Corridor and Gold Line),2009,AR10,Preliminary Engineering,AR10,AR10,AR10,AR10,AR10,
445,,Denver Eagle Commuter Rail (East Corridor and Gold Line),2009,AR11,Preliminary Engineering,AR11,AR11,AR11,AR11,AR11,
445,,Denver Eagle Commuter Rail (East Corridor and Gold Line),2010,AR12,Final Design,AR12,AR12,AR12,AR12,AR12,
445,,Denver Eagle Commuter Rail (East Corridor and Gold Line),2011,PP,FFGA Awarded,PP,PP,PP,PP,PP,
446,,Denver Southeast Corridor LRT ,1998,AR01,AR01,AR01,AR01,AR01,AR01,AR01,
446,,Denver Southeast Corridor LRT ,2000,AR02,AR02,AR02,AR02,AR02,AR02,AR02,
446,,Denver Southeast Corridor LRT ,2006,Workman,Project Opening,Workman,Workman,Workman,Workman,Workman,
447,,Denver Southeast Rail Extension,2013,AR14,Project Development,AR14,AR14,AR14,AR14,AR14,
447,,Denver Southeast Rail Extension,2014,AR16,Project Development,AR16,AR16,AR16,AR16,AR16,
447,,Denver Southeast Rail Extension,2015,PP,Engineering,PP,PP,PP,PP,PP,
501,,Douglas Branch Reconstruction,1999,AR00,AR00,AR00,AR00,AR00,NA,AR00,
501,,Douglas Branch Reconstruction,1999,AR01,AR01,AR01,AR01,AR01,AR01,AR01,
501,,Douglas Branch Reconstruction,2000,AR02,AR02,AR02,AR01,AR01,AR02,AR02,
501,,Douglas Branch Reconstruction,2001,AR02,AR02,AR02,AR02,AR02,AR02,AR02,
501,,Douglas Branch Reconstruction,2005,AR07,AR07,AR07,AR07,AR07,AR07,NAV,
502,,Union-Pacific West Line Extension,1998,AR03,AR03,AR03,AR03,AR03,AR03,AR03,
502,,Union-Pacific West Line Extension,1998,AR04,AR04,AR04,AR04,AR04,AR04,AR04,
502,,Union-Pacific West Line Extension,1998,AR00,AR00,AR00,AR00,AR00,NA,NA,
502,,Union-Pacific West Line Extension,2001,AR01,AR01,AR01,AR01,AR01,NA,NA,
502,,Union-Pacific West Line Extension,2001,AR02,AR02,AR02,AR02,AR02,NA,NA,
503,,Little Rock River Rail Project,1998,AR00,AR00,AR00,AR00,AR00,NA,AR00,
503,,Little Rock River Rail Project,1998,AR01,AR01,AR01,AR01,AR01,AR01,AR01,
503,,Little Rock River Rail Project,1999,AR02,AR02,AR02,AR02,AR02,AR02,AR02,
503,,Little Rock River Rail Project,1999,AR04,AR04,AR04,AR04,AR04,AR04,AR04,
503,,Little Rock River Rail Project,2003,AR05,AR05,AR05,AR05,AR05,AR05,AR05,
503,,Little Rock River Rail Project,2003,AR06,AR06,AR06,AR06,AR06,AR06,AR06,
504,,Central Phoenix East Valley Light Rail,1998,AR05,AR05,AR05,AR05,AR05,AR05,AR05,
504,,Central Phoenix East Valley Light Rail,1998,AR06,AR06,AR06,AR06,AR06,AR07,AR06,
504,,Central Phoenix East Valley Light Rail,1998,BA13,BA13,BA13,BA13,AR08,AR08,BA,
504,,Central Phoenix East Valley Light Rail,1998,AR00,AR00,AR00,AR00,AR00,NA,NA,
504,,Central Phoenix East Valley Light Rail,2003,AR01,AR01,AR01,AR01,AR01,NA,NA,
504,,Central Phoenix East Valley Light Rail,2005,AR02,AR02,AR02,AR02,AR02,AR02,NA,
504,,Central Phoenix East Valley Light Rail,2008,AR03,AR03,BA13,AR03,AR03,AR03,NA,
505,,South Central Phoenix LRT/Downtown Hub,2017,PP17,PP17,PP17,PP17,PP17,NA,PP17,
505,,South Central Phoenix LRT/Downtown Hub,2017,AR18,AR18,PP18,AR18,AR18,NA,PP18,
505,,South Central Phoenix LRT/Downtown Hub,2017,PP19,PP19,PP19,PP19,PP19,NA,PP19,
505,,South Central Phoenix LRT/Downtown Hub,2017,PP20,PP20,PP20,PP20,PP20,PP20,PP20,
505,,South Central Phoenix LRT/Downtown Hub,2019,PP21,PP21,PP21,PP21,PP21,PP21,PP21,
505,,South Central Phoenix LRT/Downtown Hub,2021,PP22,PP22,PP22,PP22,PP22,PP22,PP22,
506,,Northwest Phase II LRT Extension,2017,PP19,PP19,PP19,PP19,PP19,PP19,PP19,
506,,Northwest Phase II LRT Extension,2017,PP20,PP20,PP20,PP20,PP20,PP20,PP20,
506,,Northwest Phase II LRT Extension,2017,PP21,PP21,PP21,PP21,PP21,PP21,PP21,
506,,Northwest Phase II LRT Extension,2020,PP22,PP22,PP22,PP22,PP22,PP22,PP22,
507,,Modern StreetcARProject,2007,AR10,AR10,AR10,AR10,AR10,AR10,AR10,
507,,Modern StreetcARProject,2009,AR11,AR11,AR11,AR11,AR11,NA,AR11,
507,,Modern StreetcARProject,2009,AR12,AR12,AR12,AR12,AR12,AR12,AR12,
507,,Modern StreetcARProject,2014,Other,Other,Other,Other,Other,Other,Other,
508,,Tempe Streetcar,2013,AR14,AR14,AR14,AR14,AR14,AR14,AR14,
508,,Tempe Streetcar,2013,AR15,AR15,AR15,AR15,AR15,AR15,AR15,
