ID,ID (letter),Name,Year,Year,Milestone,Project length,Expected cost,Expected 5309 contribution,Expected other federal funds,Expected opening,Author
508,,Tempe Streetcar,2013,AR21,AR21,PP,PP,PP,PP,AR21,
508,,Tempe Streetcar,2019,PP17,PP17,PP17,PP17,PP17,PP17,PP17,
509,,Central Mesa Light Rail Transit Extension,2010,BA19,BA19,AR13,BA19,AR13,AR13,AR13,
509,,Central Mesa Light Rail Transit Extension,2012,BA19,AR14,AR14,AR14,AR14,AR14,AR14,
509,,Central Mesa Light Rail Transit Extension,2015,BA19,BA19,AR14,BA19,Other,Other,Other,
510,,Transit Spine BRT,2016,PP18,PP18,PP18,PP18,PP18,PP18,PP18,
511,,Mountain Link BRT Project,2009,BA14,BA14,AR10,AR10,AR10,AR10,AR10,
511,,Mountain Link BRT Project,2011,BA14,BA14,BA14,BA14,AR10,BA14,BA14,
511,,Mountain Link BRT Project,2011,BA14,BA14,BA14,BA14,BA14,BA14,BA14,
512,,Northstar Corridor Rail,2000,AR06,AR06,AR07,AR06,AR07,AR07,AR07,
512,,Northstar Corridor Rail,2000,AR08,AR08,AR08,AR08,AR08,AR08,AR08,
512,,Northstar Corridor Rail,2000,AR10,AR10,AR10,AR10,AR10,AR10,AR10,
512,,Northstar Corridor Rail,2000,BA13,BA13,BA13,BA13,AR10,NAV,BA13,
512,,Northstar Corridor Rail,2006,AR02,AR02,AR02,AR02,AR02,NA,NAV,
512,,Northstar Corridor Rail,2007,AR03,AR03,AR03,AR03,AR03,NA,NAV,
512,,Northstar Corridor Rail,2009,AR04,AR04,AR03,AR04,AR04,NA,NAV,
513,,Southwest Light Rail Transit,2011,AR12,AR12,AR12,AR12,AR12,AR12,AR12,
513,,Southwest Light Rail Transit,2011,PP16,PP16,PP16,PP16,PP16,NA,PP16,
513,,Southwest Light Rail Transit,2016,PP18,PP18,PP18,PP18,PP18,PP18,PP18,
513,,Southwest Light Rail Transit,2016,PP21,PP21,PP21,PP21,PP21,PP21,PP21,
513,,Southwest Light Rail Transit,2020,PP22,PP22,PP22,PP22,PP22,PP22,PP22,
514,,METRO Blue Line Extension,2014,PP16,PP16,PP16,PP16,PP16,NA,PP16,
514,,METRO Blue Line Extension,2016,PP18,PP18,PP18,PP18,PP18,NA,PP18,
514,,METRO Blue Line Extension,2016,PP22,PP22,PP22,PP22,PP22,NA,PP22,
515,,METRO Orange Line Bus Rapid Transit Project,2014,PP16,PP16,PP16,PP16,PP16,NA,PP16,
515,,METRO Orange Line Bus Rapid Transit Project,2014,PP20,PP20,PP20,PP20,PP20,PP20,PP20,
515,,METRO Orange Line Bus Rapid Transit Project,2020,AR21,AR21,PP,PP,PP,PP,PP,
516,,Hiawatha Corridor LRT,1999,AR00,AR00,AR00,AR00,AR00,NA,AR00,
516,,Hiawatha Corridor LRT,2000,AR02,AR02,AR01,AR01,AR01,AR01,AR01,
516,,Hiawatha Corridor LRT,2001,AR02,AR02,AR02,AR02,AR02,AR02,AR02,
516,,Hiawatha Corridor LRT,2004,Other,Other,Other,Other,Other,Other,Other,
517,,Central Corridor LRT,2006,AR08,AR08,AR08,AR08,AR08,AR08,AR08,
517,,Central Corridor LRT,2006,AR10,AR10,AR10,AR10,AR10,AR10,AR10,
517,,Central Corridor LRT,2010,AR12,AR12,AR12,AR12,AR12,AR12,AR12,
517,,Central Corridor LRT,2011,AR13,AR13,AR13,AR13,AR13,AR13,AR13,
517,,Central Corridor LRT,2014,BA20,BA20,BA20,BA20,AR13,AR13,BA20,
518,,METRO Gold Bus Rapid Transit,2018,PP19,PP19,PP19,PP19,PP19,PP19,PP19,
518,,METRO Gold Bus Rapid Transit,2018,PP22,PP22,PP22,PP22,PP22,PP22,PP22,
519,,Rochester Downtown Circulator Bus Rapid Transit,2020,PP22,PP22,PP22,PP22,PP22,PP22,PP22,
520,,Wilmington to Newark Commuter Rail Improvements,2004,AR07,AR07,AR07,AR07,AR07,AR07,AR07,
520,,Wilmington to Newark Commuter Rail Improvements,2004,AR08,AR08,AR08,AR08,AR08,AR08,AR08,
520,,Wilmington to Newark Commuter Rail Improvements,2007,AR10,AR10,AR10,AR10,AR10,AR10,AR10,
520,,Wilmington to Newark Commuter Rail Improvements,2020,Other,Other,Other,Other,NAV,NAV,Other,
521,,LYNX Blue Line Extension - Northeast Corridor,2007,AR10,AR10,AR10,AR10,AR10,NA,AR10,
521,,LYNX Blue Line Extension - Northeast Corridor,2007,AR12,AR12,AR12,AR12,AR12,NA,AR12,
521,,LYNX Blue Line Extension - Northeast Corridor,2007,AR13,AR13,AR13,AR13,AR13,NA,AR13,
521,,LYNX Blue Line Extension - Northeast Corridor,2012,AR15,AR13,AR15,AR15,AR15,NA,AR15,
521,,LYNX Blue Line Extension - Northeast Corridor,2012,AR15,AR13,AR15,AR15,AR15,NA,AR15,
521,,LYNX Blue Line Extension - Northeast Corridor,2018,Other,Other,Other,Other,Other,NA,Other,
522,,CityLYNX Gold Line Phase 2 Streetcar,2014,AR15,AR15,AR15,AR15,AR15,NA,AR15,
522,,CityLYNX Gold Line Phase 2 Streetcar,2014,PP16,PP16,PP16,PP16,PP16,NA,PP16,
522,,CityLYNX Gold Line Phase 2 Streetcar,2016,AR18,AR18,PP16,PP16,PP16,NA,PP16,
523,,Blue Line Capacity Expansion,2015,PP16,PP16,PP16,PP16,PP16,NA,PP16,
524,,South Corridor Light Rail Project,2000,AR06,AR06,AR06,AR06,AR06,AR07,AR06,
524,,South Corridor Light Rail Project,2000,AR02,AR02,AR02,AR02,AR02,NA,BA11,
524,,South Corridor Light Rail Project,2000,AR03,AR03,NAV,AR03,AR03,NA,BA11,
524,,South Corridor Light Rail Project,2003,AR04,AR04,NAV,AR04,AR04,NA,BA11,
524,,South Corridor Light Rail Project,2003,AR05,AR05,AR05,AR05,AR05,NA,BA11,
524,,South Corridor Light Rail Project,2005,BA11,BA11,AR07,BA11,AR07,AR07,BA11,
524,,South Corridor Light Rail Project,2007,AR07,BA11,AR07,BA11,AR07,AR07,BA11,
524,,South Corridor Light Rail Project,2009,BA11,BA11,BA11,BA11,AR07,AR07,BA11,
525,,Durham-Orange LRT,2014,AR15,AR15,AR15,AR15,AR15,AR15,AR15,
525,,Durham-Orange LRT,2017,Other,Other,NAV,NAV,NAV,NAV,NAV,
525,,Durham-Orange LRT,2019,PP17,PP17,PP17,PP17,PP17,PP17,PP17,
526,,Research Triangle Regional Rail System,1998,AR00,AR00,AR00,AR00,AR00,NA,AR00,
526,,Research Triangle Regional Rail System,1998,AR02,AR02,AR02,AR02,AR02,AR02,AR02,
526,,Research Triangle Regional Rail System,1998,AR03,AR03,AR03,AR03,AR03,AR02,AR03,
526,,Research Triangle Regional Rail System,1998,AR04,AR04,AR04,AR04,AR04,AR02,AR04,
526,,Research Triangle Regional Rail System,2004,AR05,AR05,AR05,AR05,AR05,AR05,AR05,
526,,Research Triangle Regional Rail System,2004,AR05,AR06,AR07,AR06,AR06,AR06,AR06,
526,,Research Triangle Regional Rail System,2004,AR07,AR07,AR07,AR07,AR07,AR07,AR07,
526,,Research Triangle Regional Rail System,2006,AR08,AR09,NAV,NAV,NAV,NAV,NAV,
527,,North-South BRT,2016,PP18,PP18,PP18,PP18,PP18,NA,PP18,
527,,North-South BRT,2016,PP21,PP21,PP21,PP21,PP21,NA,PP21,
528,,Wake Bus Rapid Transit: New Bern Avenue Project,2019,PP21,PP21,PP21,PP21,PP21,PP21,PP21,
529,,Lowcountry Rapid Transit Project,2020,PP22,PP22,PP22,PP22,PP22,PP22,PP22,
530,,IndyGO Purple Line BRT,2017,PP19,PP19,PP19,PP19,PP19,PP19,PP19,
530,,IndyGO Purple Line BRT,2017,PP20,PP20,PP20,PP20,PP20,PP20,PP20,
530,,IndyGO Purple Line BRT,2017,PP21,PP21,PP21,PP21,PP21,PP21,PP21,
531,,Red Line All-Electric BRT,2015,Other,Other,Other,Other,Other,Other,Other,
531,,Red Line All-Electric BRT,2019,PP18,PP18,PP18,PP18,PP18,PP18,PP18,
532,,IndyGO Blue Line Rapid Transit,2019,PP20,PP20,PP20,PP20,PP20,NA,PP20,
532,,IndyGO Blue Line Rapid Transit,2019,PP21,PP21,PP21,PP21,PP21,PP21,PP21,
533,,West Lake Corridor,2016,PP18,PP18,PP18,PP18,PP18,NA,PP18,
533,,West Lake Corridor,2016,PP19,PP19,PP19,PP19,PP19,NA,PP19,
533,,West Lake Corridor,2016,PP20,PP20,PP20,PP20,PP20,NA,PP20,
533,,West Lake Corridor,2019,PP21,PP21,PP21,PP21,PP21,NA,PP21,
533,,West Lake Corridor,2020,PP22,PP22,PP22,PP22,PP22,NA,PP22,
534,,South Shore Line /Double Track Northwest Indiana,2016,PP19,PP19,PP19,PP19,PP19,NA,PP19,
534,,South Shore Line /Double Track Northwest Indiana,2020,PP21,PP21,PP21,PP21,PP21,NA,PP21,
534,,South Shore Line /Double Track Northwest Indiana,2021,PP22,PP22,PP22,PP22,PP22,NA,PP22,
535,,New Britain Hartford Busway,2000,AR01,AR01,AR01,AR01,AR01,AR01,AR01,
535,,New Britain Hartford Busway,2000,AR02,AR02,AR02,AR02,AR02,AR02,AR02,
535,,New Britain Hartford Busway,2000,AR03,AR03,AR03,AR03,AR03,AR03,AR03,
535,,New Britain Hartford Busway,2000,AR05,AR05,AR05,AR05,AR05,AR05,AR05,
535,,New Britain Hartford Busway,2000,AR07,AR07,AR07,AR07,AR07,AR07,AR07,
535,,New Britain Hartford Busway,2006,AR08,AR08,AR08,AR08,AR08,AR08,AR08,
535,,New Britain Hartford Busway,2006,AR10,AR10,AR10,AR10,AR10,AR10,AR10,
535,,New Britain Hartford Busway,2006,AR12,AR12,AR12,AR12,AR12,AR12,AR12,
535,,New Britain Hartford Busway,2011,AR13,AR13,AR13,AR13,AR13,AR13,AR13,
535,,New Britain Hartford Busway,2011,AR15,AR15,AR15,AR15,AR15,AR15,AR15,
535,,New Britain Hartford Busway,2015,Other,Other,Other,Other,Other,Other,Other,
536,,Urban Transitway Phase II,2006,AR08,AR08,AR08,AR08,AR08,AR08,AR08,
536,,Urban Transitway Phase II,2007,AR10,AR10,AR10,AR10,AR10,AR10,AR10,
536,,Urban Transitway Phase II,2017,Other,Other,Other,Other,AR13,AR13,Other,
537,,Urban Transitway Phase I,2000,AR02,AR02,AR02,AR02,AR02,AR02,AR02,
537,,Urban Transitway Phase I,2003,AR06,AR06,AR06,AR06,AR06,AR06,AR06,
537,,Urban Transitway Phase I,2010,Other,Other,Other,Other,Other,Other,Other,
538,,Bridgeport Innermodal Transportation Center Phase 2B and 3,2001,AR02,AR03,AR03,AR03,AR03,AR03,AR03,
539,,High Capacity Transit Corridor Project,2009,AR11,AR11,AR11,AR11,AR11,AR11,AR11,
539,,High Capacity Transit Corridor Project,2011,AR13,AR13,AR13,AR13,AR13,AR13,AR13,
539,,High Capacity Transit Corridor Project,2012,AR14,AR14,AR14,AR14,AR14,AR14,AR14,
540,,Primary Corridor Transportation Project,2001,AR03,AR03,NAV,AR03,AR03,NAV,AR03,
540,,Primary Corridor Transportation Project,2001,AR04,AR04,NAV,AR04,AR04,NAV,AR04,
540,,Primary Corridor Transportation Project,2003,AR05,AR05,AR05,AR05,AR05,AR05,AR05,
540,,Primary Corridor Transportation Project,2004,AR06,AR06,AR06,AR06,AR06,AR06,AR06,
541,,Division Avenue/Silver Line BRT,2007,AR10,AR10,AR10,AR10,AR10,AR10,AR10,
541,,Division Avenue/Silver Line BRT,2007,AR13,AR13,AR13,AR13,AR13,AR13,AR13,
541,,Division Avenue/Silver Line BRT,2012,AR14,AR14,AR14,AR14,AR14,AR14,AR14,
542,,Laker Line BRT,2015,Other,Other,NAV,Other,NAV,NAV,Other,
542,,Laker Line BRT,2015,PP16,PP16,PP16,PP16,PP16,PP16,PP16,
542,,Laker Line BRT,2015,PP17,PP17,PP17,PP17,PP17,PP17,PP17,
542,,Laker Line BRT,2019,PP18,PP18,PP18,PP18,PP18,PP18,PP18,
542,,Laker Line BRT,2020,AR20,AR20,PP19,PP19,PP19,PP19,PP19,
543,,Michigan/Grand River BRT,2013,AR14,AR14,AR14,AR14,AR14,AR14,AR14,
543,,Michigan/Grand River BRT,2013,PP17,PP17,PP17,PP17,PP17,PP17,PP17,
543,,Michigan/Grand River BRT,2013,PP18,PP18,PP18,PP18,PP18,PP18,PP18,
544,,Central Avenue Corridor/Albuquerque Rapid Transit BRT Project,2014,AR15,AR15,AR15,AR15,AR15,AR15,AR15,
544,,Central Avenue Corridor/Albuquerque Rapid Transit BRT Project,2014,PP17,PP17,PP17,PP17,PP17,PP17,PP17,
544,,Central Avenue Corridor/Albuquerque Rapid Transit BRT Project,2019,AR20,AR20,PP18,PP18,PP18,PP18,PP18,
545,,4th Street/Prater Way BRT Project,2013,AR15,AR15,AR15,AR15,AR15,AR15,AR15,
545,,6th Street/Prater Way BRT Project,2013,AR18,AR18,AR18,AR18,AR18,AR18,AR18,
545,,5th Street/Prater Way BRT Project,2016,PP17,PP17,PP17,PP17,PP17,PP17,PP17,
546,,Virginia Street BRT Extension Project,2014,AR21,AR21,AR21,AR21,AR21,AR21,AR21,
546,,Virginia Street BRT Extension Project,2014,PP16,PP16,PP16,PP16,PP16,NA,PP16,
546,,Virginia Street BRT Extension Project,2014,PP17,PP17,PP17,PP17,PP17,NA,PP17,
546,,Virginia Street BRT Extension Project,2014,PP19,PP19,PP19,PP19,PP19,PP19,PP19,
546,,Virginia Street BRT Extension Project,2020,PP20,PP20,PP20,PP20,PP20,PP,PP20,
547,,Resort Corridor Fixed Guideway,1998,AR00,AR00,AR00,AR00,AR00,AR00,AR00,
547,,Resort Corridor Fixed Guideway,1998,AR02,AR02,AR02,AR02,AR02,AR02,AR02,
547,,Resort Corridor Fixed Guideway,1998,AR03,AR03,AR03,AR03,AR03,NAV,AR03,
547,,Resort Corridor Fixed Guideway,1998,AR04,AR04,AR04,AR04,AR04,NAV,AR04,
547,,Resort Corridor Fixed Guideway,2005,AR06,AR06,AR06,AR06,AR06,AR06,AR06,
547,,Resort Corridor Fixed Guideway,2005,AR07,AR07,NAV,NAV,NAV,NAV,NAV,
548,,Maryland Parkway High Capacity Transit Project,2020,PP21,PP21,PP21,PP21,PP21,NA,PP21,
549,,East-West Connector BRT Project/ The AMP,2014,AR15,AR15,AR15,AR15,AR15,AR15,AR15,
549,,East-West Connector BRT Project/ The AMP,2015,Other,Other,NAV,NAV,NAV,NAV,NAV,
550,,East Corridor Commuter Rail,1999,AR01,AR01,AR01,AR01,AR01,AR01,AR01,
550,,East Corridor Commuter Rail,1999,AR02,AR02,AR02,AR02,AR02,AR02,AR02,
550,,East Corridor Commuter Rail,2001,AR03,AR03,AR07,AR03,AR03,AR02,AR03,
550,,East Corridor Commuter Rail,2001,AR04,AR04,AR07,AR04,AR04,NAV,AR04,
550,,East Corridor Commuter Rail,2003,AR07,AR07,AR07,AR07,AR07,AR07,AR07,
551,,Medical Center Extension,1998,AR00,AR00,AR00,AR00,AR00,NA,AR00,
551,,Medical Center Extension,1998,AR01,AR01,AR01,AR01,AR01,NA,AR01,
551,,Medical Center Extension,2000,AR02,AR02,AR02,AR02,AR02,NA,AR02,
551,,Medical Center Extension,2004,Other,Other,Other,Other,Other,NA,Other,
552,,Memphis Innovation Corridor Project,2020,PP22,PP22,PP22,PP22,PP22,NA,PP22,
553,,Dulles Corridor Metrorail Project Extension to Wiehle Avenue ,2000,AR01,AR01,AR01,AR01,AR01,AR01,AR01,
553,,Dulles Corridor Metrorail Project Extension to Wiehle Avenue ,2000,AR01,AR01,AR01,AR03,AR03,NAV,AR03,
553,,Dulles Corridor Metrorail Project Extension to Wiehle Avenue ,2000,AR01,AR01,AR01,AR04,AR04,AR04,AR04,
553,,Dulles Corridor Metrorail Project Extension to Wiehle Avenue ,2004,AR07,AR07,AR07,AR07,AR07,NA,AR07,
553,,Dulles Corridor Metrorail Project Extension to Wiehle Avenue ,2004,AR08,AR08,AR08,AR08,AR08,AR08,AR08,
553,,Dulles Corridor Metrorail Project Extension to Wiehle Avenue ,2008,AR10,AR10,AR10,AR10,AR10,AR10,AR10,
553,,Dulles Corridor Metrorail Project Extension to Wiehle Avenue ,2009,AR10,AR10,AR10,AR10,AR10,AR10,AR10,
554,,East West Corridor BRT,2016,PP19,PP19,PP19,PP19,PP19,PP19,PP19,
554,,East West Corridor BRT,2016,PP21,PP21,PP21,PP21,PP21,PP21,PP21,
555,,Madison East West Bus Rapid Transit,2020,PP22,PP22,PP22,PP22,PP22,PP22,PP22,
556,,Pawtucket Central Falls Commuter Rail Station,2010,AR12,AR12,AR12,AR12,AR12,AR12,AR12,
557,,Rhode Island Commuter Rail Improvement,2001,AR03,AR03,NAV,AR03,AR03,NAV,NAV,
558,,South County Commuter Rail,2004,AR07,AR07,AR07,AR07,AR07,AR07,AR07,
558,,South County Commuter Rail,2007,AR09,AR09,AR11,AR09,AR09,AR11,AR11,
558,,South County Commuter Rail,2010,AR12,AR12,AR12,AR12,AR12,AR12,AR12,
559,,Transportation Tomorrow South Central Corridor LRT,2001,AR02,AR02,AR02,AR02,NAV,NAV,NAV,
559,,Transportation Tomorrow South Central Corridor LRT,2001,AR03,AR03,AR03,AR03,AR03,NAV,NAV,
560,,Wake BRT - Western Corridor Project,2020,AR20,PP22,PP22,PP22,PP22,NA,PP22,
113,,Westside Express Service Rail Project ,2008,BA13,BA13,NAV,NAV,NAV,NAV,NAV,
113,,Westside Express Service Rail Project ,2009,BA13,BA13,BA13,BA13,NAV,NAV,NA,
137,,Lynnwood Link Extension,2017,PP21,PP21,PP21,PP21,PP21,NAV,NAV,
137,,Lynnwood Link Extension,2018,AR19,AR19,AR19,AR19,AR19,NAV,NAV,
137,,Lynnwood Link Extension,2018,PP21,PP21,PP21,PP21,PP21,PP21,PP21,
112,,MAX Red Line Extension and Reliability Improvements,2021,AR22,AR22,NAV,AR22,AR22,NAV,NAV,cam
112,,MAX Red Line Extension and Reliability Improvements,2021,AR23,AR23,NAV,NAV,NAV,NAV,NAV,cam
